iter	Passed	Remaining
297	66917	168864
298	67183	168744
299	67268	168172
300	67601	168216
301	67944	168287
302	68162	168044
303	68502	168101
304	68793	168037
305	69035	167851
306	69250	167599
307	69508	167451
308	69770	167312
309	69924	166917
310	70265	166966
311	70396	166515
312	70675	166414
313	70996	166411
314	71402	166606
315	71634	166392
316	72074	166657
317	72180	166150
318	72393	165892
319	72678	165796
320	72815	165365
321	72952	164936
322	73263	164898
323	73471	164630
324	73810	164655
325	74141	164657
326	74438	164585
327	74730	164498
328	75033	164434
329	75322	164339
330	75645	164316
331	75908	164163
332	76233	164142
333	76515	164027
334	76767	163846
335	77052	163735
336	77375	163704
337	77679	163632
338	77995	163582
339	78291	163491
340	78615	163455
341	78900	163338
342	79144	163133
343	79298	162746
344	79649	162762
345	79915	162601
346	80246	162574
347	80514	162417
348	80847	162390
349	81130	162260
350	81407	162119
351	81741	162090
352	82035	161979
353	82379	161966
354	82649	161807
355	82958	161722
356	83271	161645
357	83576	161550
358	83863	161419
359	84171	161328
360	84497	161269
361	84941	161436
362	85283	161403
363	85559	161247
364	85907	161223
365	86107	160922
366	86524	161024
367	86798	160859
368	87121	160784
369	87427	160677
370	87823	160734
371	88106	160581
372	88420	160484
373	88808	160521
374	89068	160323
375	89408	160268
376	89709	160144
377	90011	160020
378	90345	159951
379	90724	159961
380	91101	159964
381	91385	159804
382	91695	159689
383	91965	159503
384	92260	159358
385	92483	159090
386	92774	158939
387	93072	158798
388	93444	158782
389	93708	158583
390	93976	158390
391	94244	158196
392	94564	158088
393	94839	157905
394	95200	157864
395	95473	157676
396	95908	157754
397	96221	157629
398	96544	157519
399	96853	157387
400	97171	157266
401	97511	157183
402	97925	157215
403	98368	157293
404	98738	157250
405	99069	157145
406	99378	157004
407	99638	156783
408	99942	156634
409	100255	156496
410	100619	156437
411	100871	156203
412	101124	155971
413	101517	155953
414	101809	155780
415	102050	155529
416	102390	155426
417	102711	155295
418	102971	155072
419	103256	154884
420	103582	154758
421	103893	154609
422	104308	154613
423	104612	154451
424	104911	154282
425	105238	154152
426	105556	154008
427	105905	153909
428	106157	153668
429	106480	153529
430	106830	153429
431	107107	153222
432	107435	153088
433	107873	153111
434	108156	152910
435	108430	152698
436	108696	152474
437	109009	152314
438	109336	152175
439	109573	151908
440	109862	151715
441	110240	151642
442	110529	151448
443	110853	151300
444	111197	151178
445	111523	151031
446	111825	150852
447	112129	150674
448	112427	150487
449	112752	150336
450	113011	150097
451	113303	149901
452	113598	149709
453	114012	149673
454	114305	149476
455	114637	149331
456	114961	149172
457	115257	148978
458	115563	148796
459	115892	148644
460	116162	148415
461	116574	148367
462	116762	148033
463	117035	147808
464	117292	147562
465	117588	147363
466	117893	147177
467	118265	147073
468	118551	146861
469	118854	146672
470	119172	146499
471	119448	146273
472	119818	146163
473	120087	145929
474	120360	145699
475	120628	145464
476	120992	145342
477	121327	145186
478	121641	145004
479	121962	144830
480	122235	144598
481	122528	144390
482	122867	144235
483	123123	143982
484	123570	143952
485	123986	143885
486	124288	143684
487	124643	143544
488	124957	143355
489	125208	143095
490	125567	142957
491	125863	142748
492	126174	142553
493	126358	142217
494	126748	142111
495	127080	141940
496	127350	141699
497	127677	141522
498	127914	141244
499	128238	141062
500	128539	140854
501	128937	140752
502	129229	140534
503	129417	140201
504	129783	140063
505	130193	139970
506	130509	139776
507	130800	139554
508	131118	139361
509	131394	139123
510	131785	139006
511	132055	138761
512	132380	138573
513	132712	138392
514	132912	138073
515	133234	137882
516	133544	137677
517	133846	137463
518	134287	137392
519	134605	137194
520	134838	136909
521	135138	136691
522	135431	136467
523	135752	136270
524	136077	136077
525	136348	135830
526	136692	135655
527	137000	135443
528	137287	135211
529	137659	135062
530	137990	134872
531	138277	134638
532	138599	134439
533	138987	134302
534	139395	134184
535	139773	134036
536	140074	133814
537	140408	133622
538	140746	133434
539	141066	133229
540	141382	133019
541	141666	132779
542	141990	132576
543	142325	132383
544	142688	132216
545	143018	132016
546	143311	131784
547	143596	131543
548	143914	131331
549	144149	131044
550	144511	130873
551	144825	130657
552	145103	130409
553	145479	130249
554	145975	130194
555	146402	130077
556	146729	129869
557	147053	129660
558	147419	129486
559	147762	129292
560	148060	129057
561	148376	128839
562	148666	128597
563	148968	128366
564	149283	128145
565	149619	127943
566	149912	127703
567	150241	127493
568	150525	127245
569	150825	127010
570	151137	126786
571	151427	126542
572	151795	126364
573	152155	126177
574	152408	125903
575	152705	125663
576	153024	125443
577	153313	125196
578	153643	124984
579	153918	124727
580	154243	124509
581	154568	124291
582	154965	124132
583	155147	123798
584	155562	123652
585	155839	123395
586	156040	123077
587	156366	122859
588	156755	122689
589	157051	122447
590	157401	122246
591	157784	122069
592	158048	121801
593	158323	121541
594	158718	121373
595	159047	121153
596	159362	120923
597	159667	120684
598	159997	120465
599	160338	120254
600	160589	119974
601	160911	119748
602	161222	119513
603	161530	119275
604	161829	119031
605	162020	118708
606	162293	118444
607	162599	118205
608	162947	117996
609	163392	117856
610	163700	117618
611	163985	117362
612	164296	117124
613	164733	116976
614	165046	116740
615	165324	116478
616	165631	116237
617	165902	115970
618	166239	115749
619	166586	115535
620	167001	115368
621	167328	115139
622	167622	114887
623	167923	114640
624	168226	114394
625	168503	114130
626	168798	113878
627	169108	113636
628	169443	113411
629	169862	113241
630	170249	113049
631	170520	112781
632	170847	112548
633	171125	112284
634	171387	112008
635	171701	111767
636	171985	111507
637	172350	111298
638	172639	111040
639	172987	110820
640	173314	110586
641	173630	110344
642	173885	110064
643	174341	109911
644	174667	109675
645	175028	109460
646	175303	109191
647	175587	108928
648	176030	108764
649	176465	108594
650	176930	108441
651	177402	108291
652	177867	108136
653	178214	107909
654	178459	107620
655	178786	107380
656	179007	107077
657	179344	106843
658	179663	106598
659	180018	106374
660	180351	106137
661	180657	105883
662	181066	105690
663	181559	105545
664	181951	105340
665	182181	105041
666	182510	104799
667	182841	104558
668	183121	104289
669	183581	104120
670	183947	103898
671	184253	103642
672	184640	103431
673	184942	103172
674	185238	102910
675	185552	102657
676	185922	102435
677	186239	102184
678	186479	101890
679	186901	101696
680	187309	101493
681	187684	101272
682	187992	101015
683	188360	100789
684	188663	100528
685	188965	100267
686	189362	100056
687	189677	99801
688	189964	99531
689	190298	99286
690	190583	99015
691	190874	98747
692	191211	98502
693	191517	98242
694	191844	97992
695	192195	97754
696	192520	97502
697	192885	97271
698	193233	97031
699	193550	96775
700	193870	96520
701	194178	96259
702	194501	96005
703	194826	95752
704	195159	95503
705	195442	95229
706	195803	94993
707	196143	94747
708	196447	94483
709	196645	94168
710	196953	93906
711	197254	93640
712	197521	93358
713	197789	93077
714	198173	92850
715	198465	92580
716	198800	92330
717	199107	92066
718	199435	91812
719	199778	91564
720	200093	91304
721	200460	91068
722	200666	90758
723	201013	90511
724	201336	90254
725	201649	89992
726	201931	89716
727	202285	89472
728	202580	89202
729	202910	88946
730	203323	88728
731	203654	88472
732	204013	88229
733	204341	87972
734	204630	87698
735	204986	87453
736	205362	87216
737	205588	86915
738	205893	86647
739	206222	86390
740	206568	86139
741	206869	85870
742	207184	85606
743	207491	85339
744	207816	85079
745	208159	84826
746	208461	84556
747	208771	84290
748	209145	84049
749	209460	83784
750	209788	83524
751	210121	83266
752	210463	83011
753	210795	82752
754	211088	82478
755	211412	82216
756	211744	81956
757	212033	81680
758	212402	81434
759	212694	81159
760	212973	80879
761	213240	80594
762	213566	80332
763	213888	80068
764	214252	79819
765	214520	79534
766	214885	79286
767	215130	78993
768	215499	78745
769	215798	78472
770	216190	78232
771	216488	77958
772	216796	77687
773	217186	77446
774	217504	77179
775	217829	76914
776	218158	76650
777	218478	76383
778	218801	76117
779	219117	75848
780	219432	75579
781	219778	75320
782	220112	75057
783	220407	74781
784	220708	74506
785	221034	74240
786	221397	73986
787	221640	73692
788	222015	73442
789	222304	73163
790	222575	72878
791	222972	72635
792	223309	72371
793	223590	72089
794	223875	71809
795	224187	71537
796	224486	71261
797	224807	70991
798	225202	70745
799	225465	70457
800	225787	70188
801	226129	69925
802	226317	69614
803	226665	69352
804	226987	69083
805	227329	68819
806	227645	68547
807	227984	68282
808	228251	67995
809	228474	67696
810	228821	67433
811	229199	67179
812	229530	66910
813	229833	66634
814	230125	66355
815	230497	66098
816	230826	65829
817	231142	65556
818	231484	65290
819	231839	65028
820	232250	64781
821	232538	64499
822	232875	64231
823	233113	63936
824	233535	63691
825	233726	63383
826	234052	63112
827	234364	62836
828	234773	62587
829	235089	62312
830	235405	62038
831	235680	61752
832	236004	61480
833	236340	61210
834	236773	60965
835	237086	60689
836	237423	60419
837	237775	60153
838	238094	59878
839	238409	59602
840	238693	59318
841	238985	59036
842	239363	58776
843	239661	58495
844	239998	58224
845	240339	57954
846	240751	57700
847	241028	57414
848	241341	57137
849	241677	56865
850	241991	56587
851	242324	56314
852	242751	56063
853	243144	55803
854	243335	55497
855	243602	55208
856	243841	54914
857	244178	54641
858	244483	54361
859	244823	54088
860	245115	53805
861	245435	53528
862	245772	53255
863	246208	53003
864	246498	52719
865	246840	52446
866	247139	52164
867	247467	51888
868	247678	51587
869	248043	51319
870	248361	51040
871	248691	50764
872	249003	50485
873	249318	50206
874	249608	49921
875	250025	49662
876	250397	49394
877	250692	49110
878	251115	48851
879	251376	48561
880	251661	48275
881	252014	48002
882	252301	47717
883	252560	47426
884	252888	47148
885	253120	46853
886	253466	46578
887	253772	46296
888	254075	46013
889	254410	45736
890	254732	45457
891	255054	45177
892	255358	44895
893	255695	44617
894	256005	44336
895	256285	44049
896	256561	43761
897	256917	43487
898	257154	43192
899	257519	42919
900	257840	42639
901	258108	42350
902	258410	42066
903	258725	41785
904	259049	41505
905	259381	41226
906	259618	40932
907	259948	40652
908	260258	40370
909	260572	40088
910	260836	39798
911	261159	39517
912	261473	39235
913	261743	38946
914	262091	38669
915	262352	38379
916	262700	38101
917	263023	37820
918	263335	37537
919	263698	37261
920	264003	36977
921	264324	36695
922	264615	36409
923	264988	36134
924	265264	35846
925	265577	35563
926	265834	35272
927	266166	34991
928	266490	34709
929	266821	34428
930	267130	34144
931	267462	33863
932	267832	33586
933	268143	33302
934	268369	33008
935	268736	32730
936	269064	32448
937	269396	32166
938	269762	31888
939	270082	31605
940	270410	31322
941	270701	31035
942	271016	30751
943	271300	30463
944	271598	30177
945	271883	29889
946	272201	29605
947	272487	29318
948	272822	29035
949	273088	28746
950	273438	28465
951	273750	28180
952	274095	27898
953	274469	27619
954	274690	27325
955	275028	27042
956	275287	26752
957	275622	26468
958	275983	26188
959	276273	25900
960	276609	25617
961	276929	25332
962	277221	25044
963	277564	24762
964	277883	24476
965	278200	24191
966	278512	23905
967	278889	23624
968	279156	23335
969	279450	23047
970	279753	22760
971	280067	22474
972	280356	22186
973	280679	21901
974	280895	21607
975	281266	21325
976	281555	21037
977	281876	20751
978	282196	20465
979	282572	20183
980	282884	19897
981	283296	19617
982	283573	19327
983	283899	19042
984	284212	18755
985	284544	18469
986	284774	18177
987	285098	17890
988	285399	17603
989	285704	17315
990	286000	17027
991	286251	16736
992	286619	16452
993	286935	16165
994	287259	15878
995	287546	15589
996	287811	15299
997	288155	15014
998	288487	14727
999	288783	14439
1000	289103	14151
1001	289421	13864
1002	289755	13577
1003	290058	13289
1004	290358	13001
1005	290622	12711
1006	290947	12423
1007	291250	12135
1008	291580	11848
1009	291915	11561
1010	292217	11272
1011	292566	10985
1012	292909	10698
1013	293245	10411
1014	293562	10122
1015	293865	9834
1016	294163	9545
1017	294507	9257
1018	294828	8969
1019	295109	8679
1020	295416	8390
1021	295632	8099
1022	295973	7811
1023	296289	7522
1024	296649	7235
1025	296949	6946
1026	297267	6657
1027	297553	6367
1028	297866	6078
1029	298181	5789
1030	298520	5501
1031	298830	5212
1032	299093	4922
1033	299434	4633
1034	299726	4343
1035	300005	4054
1036	300340	3765
1037	300668	3475
1038	300998	3186
1039	301327	2897
1040	301616	2607
1041	301971	2318
1042	302265	2028
1043	302609	1739
1044	302921	1449
1045	303251	1159
1046	303606	869
1047	303928	580
1048	304251	290
1049	304539	0
